Treated1_SE,Treated2_SE,Treated3_SE,Treated4_SE,Untreated1_SE,Untreated2_SE,Untreated3_SE,Untreated4_SE
3.0041719999999996,2.0095,0,2.00199,0,3.00357,1,2.00597
56.91637000000001,55.82000872225,73.988367,87.59333000000001,75.10424384,89.20170829469998,118.76754175749998,45.10496
0,0,0,0,0,0,0,0
1.92221,8.34739,3.04233,0,5.941265700000001,0.896941,4.13338,0.92729
14.6983,4.321066,8.68856,1.30116e-7,7.89635,7.18619,5.11209,6.01261
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0
0,0,0,8.23782e-8,0,0,0,0
0.5,0,0,0.5,0,1.5,1,0
32.537388201300004,8.4705140207,17.77072,24.743730000000003,9.43657,8.31495,2.4263839999999997,3.413119
190.27086,248.87402,158.26695999999998,296.76911,63.0665,1.52474,41.43512,21.400199999999998
22.805970000000002,18.17604,15.0266000404807,44.0547,15.47845,9.79116,29.427200000000003,16.66491
0,0,0,0,0,0,0,0
30.299381000000004,42.79121,20.7105,46.500211,22.771725504,18.79238,20.80022,22.2316
0,0,1,0,0,0,0,0
1,0,0,0,1,2.62288,0,1.05118
0,1,0,0,0,0,0,0
0,2,0,1.9999980000000002,0,0,0,0
2,0.9999998999999999,0,1.0537473000000002,0.9999997,1.0012617,1,1.0000004
12,11,10,17.99999,12,27.00003,13,20.999969999999998
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,1
6.687765000000001,7.452068,5.427910000000001,11.811876000000002,8.245528,12.836972,13.760909999999999,9.33501
0,0,0,0,0,0,0,0
3,7.093102999999999,1,9,3.0000009000000003,1,1.5135969999999999,1
17.716649,36.35338,33.93462,40.38176,44.80555999999999,34.731419,21.01399,27.72821
66.99994000000001,79.00002,67.00002,103.00000370000001,38.99995614830001,52.000040000000006,49.999969,51
35.000017652,47.00001,39,70,48,83.00004,70.99998,51.00006
1,1,3,0,0,1,0,1
1.5018e-5,2.03531e-5,0.8374214711,3.97278e-5,1.42346e-5,3.45742e-5,3.62176e-5,1.70643e-5
0,0,0,0,0,0,0,0
98.999982111,100.33772699999999,111.00001015373,123.08459301766399,22.588990841999998,70.4126911121,23.3752400235779,22.451311
0.171618,55.2412,33.3369,51.3474,0,57.7736,14.7607,22.3369
0,0,0,0,0,0,0,0
22.56722,11.454509999999999,17.107100000000003,8.85772,20.532900326128,55.91785,30.98243,14.2684
0,0,0,0,0,0,0,0
1.755e-8,5.27644e-6,4.85652,6.56955,3.05585e-5,0,2.13241e-8,17
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
13,14.000009,12,14.7029,1,3.0000009999999997,3.999997,0
42.0147,51.4445,47.3977,53.8926,46,52.0104,41,31.6309
9.5877,15.55451,3.9690399999999997,9.82147,5.93325,6.9668953,2.9432799999999997,3.70106
0,0,0,0,0,0,0,0
16.4069592,8.61134,9.19581,2.2196499999999997,2.37986,8.576435,5.6407099999999994,8.49785
218.000300052624,257,193.00042,322.181659,165.99956000000003,244.0002,170.99966288000002,183.00028076927
1,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0
46.208,90.416,74.5321,110.964,69.6448,127.728,127.071,73.3103
0,0.2422522,0.0178595,0.0329836,0.00301959,0.0146188,0.0169296,0.00806825
3.99795,3.99795,1,6.394951000000001,12.876385999999998,18.999987,17.0000204,9.999261
5.18247,9.09598,13.091380000000001,1,1.8783,0,3.2371,0
3.000003,0.25867,1.338729,7.46319,0,1.677462,2.407079,5.016167
52.323209999999996,80.51450999999999,44.52306,73.77900000000001,62.513573490000006,77.50766999999999,54.84208999999999,31.206167999999998
8.69805,12.7897,8.4792,0.640543,10.709,7.33739,7.10756,7.33739
7.19831,4.26861,0,6.11587,0,0,7.80956,0
47.79829,54.4862,79.01079999999999,1.38365e-6,3.67996,0,48.4932,9.67833
19,31,21.6738,19.693,25.0935,51.3956,54,24.3956
28.000020000000003,12.2137,0,9.65318,8.31951182618,35.27034,8.38325,27.84668
1,15.675650000000001,4.10224,9.70106,20.16577,9.09931,15.80044,7.00352
13.7885,18.25239,8.65261,25.97593,5.78846,7.34305,6.4299,9.24504
31,38.999978,17.15572886376,49.5786,6,3.4892211059999996,7,2.195689
0.02784536,1.081787,0.05443098,29.805688,29.854770140000003,56.2593,30.1736501,60.99893
0,0,0,1,0.931535,0,0,1
610.9328800000002,794.6673130570001,599.4757,1005.2358569099748,225.401541416,346.6345054580999,295.29794387000004,235.99996019999998
44.768641107,194.19990301618148,108.70098449999998,39.19440600000001,63.8008953,37.52221834855901,62.79251499999999,20.6483747776
0,0,0,0,22,0,0,0
121.57124265600001,71.28986200000001,47.59252,98.43979321311,97.806547,111.48418196829999,68.1139111,43.3734961492
18.1335,31.29901,33.5667,30.133409999999998,16.83363,11.105129999999999,32.26691,56.5667
2.12282,0.220286,0.415214,1.17155,1.65887,0,1.12282,0.31775
48.398,56.956900000000005,43.46402,73.8286,44.983000000000004,60.4851,47.56731,45.50205
917.023798,1144.5290419431599,843.98274,1475.6806,1353.50499,1946.71987,1642.10957,1397.53135
345.97844000000003,510.82,324.3824,618.0028000000001,294.19428999999997,469.8610117,352.8845,314.2938
0,4.480059,0,1.5914599,1.90391,0,0,9.53286
2.5543799554,3.8606319031,1.0378626914,2.5998820169999997,11.7743400373631,15.000020000000001,2.18442e-4,12.953040121412
0,1,3.999996,1,1,2.000005,1,1
0,0,0,0,0,0,0,0
0,1.626794,0,2.875602,4.18376,2.062734,2.016634,2.626801
0,6,1.9999980000000002,8,0,0,0,1.00073
8.11614,12.4495,12.915398999999999,15.096169999999999,9.47288,19.20255,14.6375,18.4531
0,0,0,0,0,1,0,0
0,6.775258,8.012762215,2.13965,2.069409,7.224615,2.2716979999999998,7.190188
52.7298,64.94001,33.6415,83.3962,49.9209,65.26480000000001,57.2329,43.6803
2,3.000004,3.000004,4.000003,19.02567,19.99997,15.000001000000001,14.016625
27.7668,113.756,27.9393,30.3167,66.7837,98.664,73.2389,64.4929
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
11.11168,11.683838999999999,14.228579000000002,21.923977,12.897730000000001,20.980698529999998,12.301269999999999,16.786017
1.1524e-5,1.8233354584199999,23.4035,3.81358e-7,1.6202860000000001,32.50864,52.1052,14.6578
10,4,15,6,15.00001,21.00004,19.999969999999998,19.00003
222.8856,296.39468999999997,213.612046,379.31133,274.1543,338.3547,268.0576,292.3559
118.14745,178.124595,184.7299,268.45556,229.39868,287.52470000000005,272.93507,271.11207
20.7086,2.32613,16.53644,21.32716,12.51494,11.52219,1.54592,4.47676
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
12.7203,2,11.85165,7.295369999999999,24.92943,23.7111,2.25544,18.6015
45.99996376,58.99991000000001,44.999919999999996,82.00000453,55.000080200277,66.0000350437,29.150184,40.258506
7.52055,1.308119,4.3056,1.5744799999999999,2,1.5295,2,0.503391
0,2,1,5.9999952,3.014154,1.8201640000000001,0,3
0,0,0.00343564,0,0,0.405615,0.62851,0
20.483873184590003,56.3281872,15.852478595,34.90518375,17.7800315,22.124747300000003,19.4293485,10.2084303
11,19,17,12,8,5,9,9
12,11,9,19.00001,12,12.9999578,10,2
1,1,0,4,2,1,1,0
14.982812849799998,27.9542,12.4465,31.2892,4.03669,3.1244709999999998,5.20015,7.757210000000001
0,0,0,0,0,0,0,0
16.418850000000003,12.242009999999999,14,26.999970165751996,12.557479999999998,16.91626,7,10.00467
0,1,0,0,0,0,0,0.82566
8.999999,17.999993,14.8159936375,19.99998,10,10.3013800184512,17.89002,12.30502
0,0,0,0,1,0,0,0
0.659337,1,1.8387400646841001,3.6670209999999996,1.6370010000000002,4,2.999999,3.999996
49.99998,89,44.0000000684627,102.0000000104322,55,65.99998,49.999980459999996,55.999994
49.999990000000004,52.999939999999995,34.00003,96.00001,79.99997,88.00003389999999,67.999979,58.999987
46,29.7908244,41,35.6925,13,0.0216947,0.025283,0.0140128
2.0000020000000003,1.1048863,5,4.23757,0,0,0,1
13.00002,23.99998,17.00002,34.99997,29.00003,53,26.99998,42
7.065440000000001,44.79687,1.40297,15.89516,2.63373,3.77702,4.96794655,7.40458
2.0848969999999998,11.310229999999999,41.99997,1.1338200722222,36.722583,0.00808029,5.554236447009999,4.4883299999999995
23.8265,19.4349,15.254188,37.0392,0,0,0.9999996362,0
57.6535,97.8499,78.36680000000001,118.0931045843,118.29728,272.54877999999997,228.59169999999997,129.3704
0,0,0,0,0,0,0,0
0,53.3814,56.8749,97.469,0.3132390121672,102.635,43.4984,41.51
17.239538,4.86826313631,27.1228,40.20424,9.60238,25.00004,7.518972062093001,9.498058
4.88425,5.658276,1.09908,15.33474,1.39348,1.17327,0,8.53576
0.151433,2.74394,0,0,0.0105004,0,1.74947,5.47293
2.80097,1.72076,0,0,0.0702839,0.893144,0,0
0,0.964419,0,0,0,0,0,0
9.48269,58.43239,17.179569,9.039127780000001,7.2920898880000005,15.230786000000002,25.19645,0
0,0.966018,7,4.259272,5,1.60777,2.23157,6
0,0,0,0,0,0,0,0
92.7266,136.04963,81.82325,182.418,127.30807,165.78,163,141.994
19.431831000000003,25.6354,26.533535999999998,24.145599999999998,16.94632,25.19771,18.268634,14.776320000000002
371.2214,414.85464,268.2536,752.19433,782.1716100000001,1030.04413,763.130770266165,739.86937
2.66093,0,1,0.66093,2,0.321861,3.013395,2.456665
25.2454,32.832775,22.79,40.751504000000004,67.3155,61.1545823,82.1101,76.02893
1.63646,2.48047e-8,3.02525,5.47157,0,0,2.41132,0
12.00004,31.00005,12.999998,25.8627,16.411450000000002,26.999979999999997,30.0191,18
2,0.466105,1.0087,3.4888339999999998,2.000002,0,0.339136,2
41,55,38.9999726,74,104,134,121,82.3749
181.18087642896,167.36759999999998,155.573509,262.06669999999997,185.141772,249.52627769000003,244.73064999999997,219.6372
0,0.595308,0,0,0,0,0,0
0,0,0,0,0,0,1,0
3.08098,0,8.17431,0,0,0,22.4538,4.00846
70.4663,18.0908,2.23684322,57.52639,5.99803,52.6948,12.51438,5.17362783
11.86669,3.70657,3.18549,30.705,7.76926,15.81018,7.52992,14.8668
7,13.00002,10,4.42836,8,24.9999896958,16.00002,18
0,0,0,0,0,1,0,1
3,2,3,8,0,0,0,0
6.000000999999999,5.9972875,1.5,9.499997,0,2.8987356,0,0.812303
0,0,0,0,0,0,0,0
9.000002,3.84946,1,6.24673,20.133499999999998,26.717113099999995,19.534834999999998,22.132467
38.79581,52.58633999999999,41.21431,58.528949999999995,52.5956039,64.36937999999999,49.60641,27.858955528800003
0,0,2,2,0,2.000003,1,1
17.78822,33.547051999999994,20.9533908,33.4732482,14.61497946643,18.347593,8.186863540436,6.9888699999999995
2.37773,0.408045,3.04368,7.35444,1.666235,11.0609,2.30226,4.80862
3.48095,6.2664,7.610939999999999,0,2.1051,0.00394898,1.54004,1.168164
0,0,0,0,0,0,0,0
16.02959,11.347,13.7278,23.8232,6.12072,8.44937,9.19966,1.78433
2,0.742557,4.49504,5.71812,63.0192,90.087528135,63.5976,52.63666
22.5588,32.88883,11.93682,33.7725,50.363,22.33374,32.63409,29.13008
0,0,0,1,0,0.5,0,0
0,0,0,0,0,1,1,2.000003
61.16232,95.593153,63.2311757,70.006589,27.38389,39.823481556000004,32.900600090496596,37.89349
3.728117,1.4916230000000001,0,2.42326,9.76717,4.911789,5.8083953,8.24789
1.47965,1.01711,0,0,2.47965,0.364014,0.595282,0.768732
19.29261,41.3059270035,40.082080000000005,22.287500802206,12.894,47.71,10.8882,24.6389
134.2935,143.68359999999998,89.3515,148.752141,64.0261,134.4862,67.91526999999999,54.328500000000005
0,0,0,0,0,0,0,0
4.93742,12.4505,10.30076,13.58262,20.2428,20.4171,15.127382,10.685403299999999
118.89548,224.02346000000003,173.798632,227.90784,182.17985063,296.07649999999995,257.13146,138.94267
37.841,44.0274,56.3412,78.5389,46,76.9175,39.4809,61.5019
1.22271,2.09209,1.94126,5.102040000000001,3.245189,4.03548,1.99775,8.07429
10.857885,11.55346,5.265407,5.07152,8.51324,1,0,0.301411
5,10.00000485698,4.0000041208349995,9.999994999999998,9.000000046251401,6,6,4.0000041048020005
0,0,0,0,0,0,0,5.0646
0,0,0.285296,0,0,0,0,0
19.54828,43.000059,12.673291,52.93792,19.034779,41.008130530323,33.999995,32.712325
38.91333,61.02552599999999,41.01526,81.99994,14.003,16.000004,11,8
25.8194737732,11.386476034,33.80190295,11.438171809353,23.899653049999998,91.84689999999999,57.361239,57.28967
0,1.49705,2.83257,6.83073,4.00732,1.44029,2.85719,2.94192
7.835784,3.8600499999999998,3.68622,7.81635,0,1.72209e-5,0.474065,0
0,3.47267,0.342062,0,1.22592,1.21513,0,0.341884
0,0,1,2,0,2,0,0
4.07741,3.456042,2.725638,2.024550230346,4.0553729999999995,23.287910000000004,38.3379,3.71416
0,0,0,0,0,0,0,0
0,1.28563,0,0,7.32039,30.39005,0.5821960466141001,2.37233e-7
0,0,0,0,0,0,0,0
52.9489679479,12.708,68.01009,30.139780000000002,18.4812,22.414200108431,20.33067,15.873930000000001
0,0,2,0,0,0,0,0
0,0,0,4.17699,0,2.99919,0,3
19.46224,31.18879,16.731705,27.68083,23.869190000000003,31.054114,40.69333,39.32145009999999
7.991149999999999,14,9,23.491276,1,1,0,0
12.8649,9.14667,13.0717,6.43995,8.81231,13.7724,23.9693,0
9.789492048,1.38393,5.9653025,7.89811,5.16352,22.177480000000003,19.23626124,35.611199806799995
20.86059701,31.48213549,25.849909999999998,36.40315,17.433809999999998,23.326175000000003,16.854670000000002,17.608816169999997
41,58.000029999999995,44,64.00001,38.99999,31.70677,37.99999,35.999970000000005
0.219203,0,0,0.8088,0,0,2,3
5,8,12,7,1,0,0,0
82.29875000000001,102.17252,61.5464,106.43421000000001,87.39855,157.5602,121.15138999999999,112.4659
168.49743309999997,253.15945,175.885542,328.28119,192.58499,298.66229999999996,245.28228,194.60542999999998
31,1.04227,10.9137,16.579518,0,49.5795,7.24956,36.5795
5.64056,12.5273,0,10.78819,14.119613717,5.21576e-6,8.82798,0
14.17285,6.19258,11.61056,6.329537,8.19242,3.48398,2.69709,2.3152600000000003
1,0,0,1.999998,0,0,0,0
36.1063,59.27752,35.200518,75.74763,52.461873,69.303067,54.38282,42.200458
0,1,0,0,0,0,0,0
0,1.52641,0,0,1.29668,0,0,2.12409
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7.784114000000001,6.105966,9.680259000000001,28.029841199999996,12.11738,14.25312,13.047719999999998,6.10493372
46.6879901,65.34052,64.99999,112.00002562,49.999988,91.80635000000001,44.301700000000004,48.48867
0,0.963409,0.639136,0,0,0,0,0
12.508603899999999,4.58475,18.2719,29.09234,2.008215,1.61888,0,3.23245
100.51419999999999,67.45317,129.6385,200.13468999999998,74.5081,4.3702900381058,88.5958,86.7418
19.14224,16.28442,7.27397,21.85334,8.426684,16.85336,15.28446,11.14477
0,0,0,0,0,0,0,0
2.014399,0.9999998370959999,1.0289,1.00044,4.000000575755,0.999999744228,1,0
80.13151,104.88871999999999,71.4873,125.045851,7.62184,20.952579999999998,10.9289423,17.8503
26.2463,20.8951,19.3615,29.7285,34.6854,43.877,42.5028,37.5504
0,0,0,0,0,0,0,0
5.7698,1.02431,7.08916,21.7673,3.43168,10.1852,3.98137,6.64751
10.0008,4,4,1.43718,0,0,0,0
0.607688,2.29384,0,3.22758,2.13691,3.66614,1.27383,2.97999
5,6,5,8.000003,2.000001,4,6,1
0,0,0,0,0,0,0,0
243.81995999999998,322.69729692016,273.90997,439.05337000000003,81.44993484480001,126.22115709846169,117.06335999999999,102.17755999999999
0,0,0,0,0,0,0,0
1,1,0,0,0,0,1,0
9.687059999999999,2.8547589999999996,2.36838,3.435812,1.41721,3.144179,4.25491,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3.953284,23.166890000000002,15.0083,7.36127,3.87032,3.09743,3.16056,2.05593
0,0,0,0,0,0,0,0
50.2732,74.1201,40.2005,70.7523,32.5984,52.2185,45.1566,37.6323
96.98167000000001,114.19989,73.02937,151.89972,95.087107,136.47097,97.52023,80.94408
29.0178,0,0,22.552,3.55339,0,2.35249,1.18406
0,0,0,0,0,0,0,0
15.245415062900001,49.78960000000001,40.204021,38.2793,19.888285510000003,63.8842136353,22.365064,53.37708001
10.5852,6.816632,14.83531,19.462870000000002,14.58517,27.1703,16.40422,16.4629
58.00002,71.81207,55.712659509999995,96.99995999999999,7.5696476,14.335339026999199,3.63397397559,14.999970000000001
