Treated1_PE,Treated1_SE,Treated2_PE,Treated2_SE,Treated3_PE,Treated3_SE,Treated4_PE,Treated4_SE,Untreated1_PE,Untreated1_SE,Untreated2_PE,Untreated2_SE,Untreated3_PE,Untreated3_SE,Untreated4_PE,Untreated4_SE
15.355232,8.710106,37.14513,25.21982,21.548320310338,19.080949999999998,61.546440000000004,46.11633,18.466623,12.6402,21.508094999999997,10.223220000000001,20.198866000000002,7.6225200313564,20.31352,12.81356
120.401,3.14338e-8,110.338,0,103.732,0,180.882,0,136.24,0,190.137,0,157.406,0,116.409,0
183.12582,27.20816,234.41636890000004,62.90581999999999,120.00697,6.41178793,250.63672000000003,26.1532,118.03776,48.906484999999996,189.94875,40.6549223,133.34647,37.332040000000006,110.61786000000002,35.431039999999996
106.194633,119.14894,146.26361,100.61599002880389,119.439575,106.48588000000001,178.11575000000002,150.417282,209.0812,163.65009999999998,303.8131231,289.30914,292.099921526,258.13837901489995,254.72915999999998,185.97096000000002
0,0,0,0,1,0,0,0,3.888222,3.40841,4.6686630000000005,4.577,1.2525119999999998,1.50167,1.501674,2
39.91243,1,65.12047,0,25.121077999999997,0,50.054559999999995,0,65.15812000000001,2,59.55544,0,63.786429999999996,0,46.73411,0
141.7893,85.61866,165.81942999999998,87.38945,101.95895999999999,56.11108,190.61364,117.54139,231.37626,127.82775000000001,334.64135,188.86243,311.98182999999995,182.07778,234.54114,130.727592
59.21071,43.6018094194,65.2524829,45.03996896136,63.284093,35.5957825703,95.12871999999999,68.41715001290169,78.05091791,46.793997999999995,127.8680228,97.94096,83.07073999999999,54.06220999999999,78.99997067525399,32.29791
3,3,6,4,1,2,1.33717,3.57136,0,0,2,2,3,2,4,3
8.931632,13.99999,15.2891,16.05208,11.35332,9.33463,28.869100000000003,29.999950000000002,6.808717100000001,6.43635,23.835220180062002,22.692140000000002,14.08557,17.922815,5.7988853,4.25074757
5.999999,5.002261,7.68223963,8.53231,12,10,10.864989999999999,12.0000000254736,10,9.02782,9,9.00000831,12.666071,11.709100000000001,8,8.000000045824699
2.88643,1.86904,2.324368,1.30356,5.26141,0,17.37748,7.91067,4.95496,2.86904,5.36367,0,8.69489,0,6.7383299999999995,1.86904
0,0,3.999999,1.9999959999999999,2,2,4.999999,5,7.999993,8.000002,11.999983,10.000003,8.000002,3.9999970280880994,3.999999,2
3.00802,31.0466,2.80999,25.2492,3.08578,21.2208,11.6904,46.3533,2.91668,52.8005,4.30087,58.6079,4.25472,50.39971,6.08133,56.2173
5,2.6090299999999997,1,1,0,0,3,3,2,2,1.93427,0.868535,0.934267,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,4,1,2,2,2,1,1,1,1,1,1,0
0,0,0,0,0,1.15141,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.263515,0,55.704882000000005,6.37223,56.3566,6.76012,48.20497,15.0889,81.26939999999999,1,97.3982,22.3493,71.03190000000001,26.8602,55.29457,15.3092
114.00003000000001,85.99998056,123.48579867400001,95.99996273855001,101.000080191315,66.99996200000001,157.6992460237511,116.00004019999999,49.000068999999996,29.99996,65.999924,48.00001,45.000006000000006,34.00004,40.999953000000005,33.000014
21.455569999999998,16.42148072572,14.427206000000002,2.738353,18.63539,12.419033004300001,16.2229951089,10.60621,25.90316,20.85418,36.310015,21.34467,22.086526,14.826319999999999,17.911157,13.37461
5,6,3,4,4,5,9,12.0374,4,5,6.06754,6,7,8.09997,4.0231,6.00536
0,0,1.31835,0.55813,4.403599,0,2,2,0,0,0,0,0,0,0,0
27.41272,18.24767,56.646029999999996,34.3122,28.2137,15.1158,53.720060000000004,16.078580000000002,52.30005,26.85286,51.00613,27.97979,48.90345,30.17,29.5253,7.70638
48.3919799,23.54533,43.535210000000006,17.2219500150664,41.65521540478,16.04497847,59.032836700000004,32.73884,52.44604100000001,33.66117,75.44662,42.55642,53.541470383100005,38.005680000000005,47.70514,5.837149999999999
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200.84035999999998,62.129889999999996,283.24706999999995,53.193329999999996,193.221,56.9834,376.80431999999996,106.05294,206.72025000000002,1.08964e-6,300.80138999999997,84.70533,160.03368373,4.9663012359000005,197.86710053552298,1.54567e-6
4.398455714513,0,3.9909869999999996,0,2.70299,1.70064,5.85315126,0,0,0.872711,0,0,4.70299,1.49084,1.8057468158599999,0
156.4314,0,235.35989999999998,0,227.35805,0,290.1187,0,264.6624,0,325.84000000000003,0,305.135,0,278.5511,0
0,0,3.93013,3.69082,0,0,10.00046,6.262568,1.000461,0,5.95288,6.108561,5.85234,4.83934,3.0004600000000003,0.885087
7,0,6,0,0.0200563,0,6,0,0,0,0,0,0,0,0,0
171.536,133.56091,222.27802,174.25132,150.839,115.466,293.56307000000004,205.57408,193.329,148.675,287.40276,224.76618000000002,261.941,189.631,219.80103,165.853
12.0615,8.61327,17.491617,7.656964594,16.97345,12.3552,23.1928,21.500566000000003,27.53455,30.730649999999997,42.03360000000001,33.159888,33.67255,28.50853,24.482129999999998,20.72057
0,0,0,0,0,0,3.10409,0,0,0,0,0,0,0,0,0
3.99891,3.99766,8.99598,7.9962740000000005,5.99562,4.99767,9.99569,9.99463,11.992721000000001,12.9958,6.9979510000000005,7.99646,11.996621000000001,10.993,9.99339,8.99604
33.36046,25.28559,60.349359,37.102795,31.353619671152902,21.765819,98.47585,60.350789999999996,115.81497999999999,60.171067,126.95754505299999,95.0968,97.234722,79.34704145742,105.08424000000001,66.9079297218
7.3124769999999994,8.156237,6.076529000000001,4.34566,0,0,0.739814,0.257884,5.991797999999999,5.991797999999999,4.88683,4.88683,7.5822943272000005,8.232622000000001,0.464027,0.464027
354.00092,343.00030000000004,467.99760000000003,436.0001,297.60956400000003,278.72052399999995,587.0473539999999,567.04625,37.999973,36.99996,57.000001,52.04665,47,45.00001,31.216681,29.09335
3.0000018357,3.000005,2.9999960000000003,1,3,0,3.0000043688,2.000005,2.812707,2,10.698436,6,16.955626,4.999996,6.000005,2.9999970187099
112.000056182,28.26556,133.99992999999998,42.7093,81.95432000000001,18.5467,156.9684,74.23698,100.4415684,60.207200701203,146.3048,2.24058,87.185292,29.00063,127.73429000000002,0
119.84570300000001,25.70483,129.03422999999998,28.255110000000002,78.44704099999998,18.695415850000003,160.65415000000002,29.76816,76.80528999999999,19.06731,148.96463,21.5697436,83.40893,23.732480000000002,61.52917,21.492800653722
107.92974667,67.28790000000001,84.7318988710404,30.775090223899998,117.1354300529933,56.9556146,214.176554621,116.29826,11.16694559,7.05653883,28.99995,13.36882773,20.999998,9.39235,11.701843949999999,4.307688969000001
8,1,7.15193146988,2.6635,5.29629,1,12.573173,1.22243,1,0,8.721601999999999,0,4.14815,0,3.9999990000000003,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.803251,0,0.757857,0.564175,0.963096,0,1.71251,4.61369,3.682040985935,2.29754e-6,1,0,0.701305,0
137.246825,99.2043036,164.039174,103.742,99.45515000000002,59.9954614,224.16129780900002,160.11923,63.2466531591,30.787,122.65033000000001,93.02287000000001,120.872102,74.24663,101.663654,57.99544
2,2,7.000002,7,6,6,5,5,1.73503,2.09631,4.999999000000001,4.477081999999999,3.00371,2.00238,4.330024,3.09631
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.10287,8.83863,23.283426,0.913814,17.566670000000002,6.16656,13.499309,1,4.093465999999999,0,3.09774,0,6.2211099999999995,3.41335,7.23655,0.327934
9,9,15.99999,13.999997999999998,5,5,15,15,9.0649865,9.145705,22.000007,24.00001,17.99996,16.99999,8,6
12,6,11.02821,10.11832,13,9.99999,14.999996,9.000001,8.999998,5,20,13,15.000005,7,14,8
1.0589490000000001,0.998189,0.18628,1.33092,1.2008304054810002,6,1.798494,3.33182,4.000002,3.0000039999999997,1.201277,6.9999993,0.664939,0,8.999996999999999,0.6645540294851999
9.999998999999999,1.52206,10.61347,2.47402,4.267327,0.850279,6.854659999999999,3.3530435,9.54418,5.44229,32.30095,7.5953,7.1367837210800005,1.51514,21.52603,4.35573
62.999981999999996,61.00004,106.99999,94.92083,72.68526603250001,67.000044021368,114.99999000000001,97.22694004517051,28.607273,28.321044021429998,54.00001,50.0000470149645,65.99997099999999,56.3209497,59.9999750511247,56.999990016407295
109.49704699999998,62.012000085736304,122.519650212555,64.952757,102.7164782,51.9784,128.247218,86.8816,35.407958046,27.5273,97.17027245899999,65.2195,114.11415,61.68059259,43.93307,26.175712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.000039999999998,15,16.2505,17.7505,12.999993,13.50001,26.500034000000003,23.504161000000003,17.50004,17.50004,29.999983,29.500033000000002,21.4999799,21.5,20.500036899999998,21.0000382
15.000000000000002,13.00000802336,21.99999,16.81558,4.999998000000001,4,27.50375432,27.54523,11.000005,5.1773666,21.000003,18.742582999999996,19,20.999992000000002,17,18.99999918
16.653613,11.0632,31.189749999999997,24.1884,19.609136000000003,13.9923,30.428950000000004,11.389062000000001,30.401049999999998,19.8774,35.827400000000004,24.8013,32.649597,22.8042,29.676804,20.4924
27.0213,22.7887,40.26146,32.997,28.497049999999998,23.63796,28.374504,27.5482,24.51829,18.2724,27.349539,26.1392,16.939301,16,23.81547,19.91413
1.69603,0,0.982554,0,1.813366,1.425561,4.3565778,2.059e-8,22.991755,6.0189,17.20439,0,20.312694,15.3287,18.129388000000002,9.71629
28.914894999999998,10.7244562,59.199326,39.60347588,28.920854100000003,1.933134815,27.986629999999998,4.1630122,27.0000348519,21.4116883681,46.24414,12.19489,24.4882,1.90653,29.641579999999998,2.936856
33.522531099999995,28.054267996000004,29.274287,4.01681,27.859641000000003,0.289905684,45.276724,11.273195000000001,7.000005000000001,2.453762,7.251627000000001,9.492288,4.90751,10.000005,8.801369110697,7.86768966459
27.00001581,25,42.852743,41,29.994868,30.99855,52.99754,47.997299999999996,27.000045999999998,24.99997,24.99997,18.253709999999998,30.998057,29.05896,27.000003599999996,23.999984660000003
65.6063,53.841899999999995,85.99997,76.3468,74.59270000000001,68.406,119.3792,113.8806,51.6656,45.314,59.911359999999995,62.1718,50.468450000000004,44.0122,57.53362,55.614
0,0,0,0,0,0,0.947867,0,0,0,0.570717,0,0,0,0,0
2.000005,2,0,0,0,0,3,2,2.000005,1,1,1,1,0,1,0
34.2232,7.08799,45.307500000000005,14.0034,64.64760000000001,29.2553,57.896,25.7885,40.05166,23.5497,76.82159999999999,44.8132,53.1614,13.4628,17.31707,0
65.44048000000001,48.993700000000004,65.83415,50.6555,43.011129999999994,30.41133,77.72742000000001,47.655499999999996,97.79994,65.43202,168.26735,129.51481,167.34474,130.80651,133.51914,77.47123
210.72428000000002,36.6709,334.91944,41.7274,244.75032,28.1431,416.22491,52.269,65.2837,7.72124,74.05677,8.40156,69.672,5.95404,60.65595999999999,15.5802
0.745388,0.809041,6,4,1.5209489999999999,0.553722,1.640711,0.802243,5,4,1.85891,0,0.943563,2,1.80904,4.999998
171.35531,142.42293,181.16548,144.9239,141.84709,108.11843999999999,275.02423999999996,201.9132,164.81450999999998,114.26375000000002,265.54967117783,211.53964000000002,214.55983,164.96066900000002,182.54087252890002,133.96344
1.42567,0.331361,0.425668,0.5,1.5,0,1.1021050000000001,0,1.5,0,1.616355,1.116355,2.331248,0.277004,1.42567,0
7.66929e-7,0,0,0,0,0,0,0,12,8,8.9817,3.9817,3.44483,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489.91928,371.60152999999997,541.1379999999999,343.81139,486.42066400000004,259.5564,812.0879399999999,548.5197999999999,425.09002,275.9048,657.1574,400.893,503.16805999999997,299.65360999999996,429.76734000000005,257.95524
273.415554,277.824667,282.01925159542,295.76480027209396,215.60236,112.6667421855,363.99033,377.125455470346,191.88456699999998,204.97242999999997,229.46267999999998,235.840641808053,195.14108,172.00736149210204,165.76433000000003,132.96784
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.97076,25.46584,35.70252,35.88551999999999,14.402560000000001,1.873156,43.4613,44.22627000000001,22.375790000000002,5.86761,40.90283,16.572887,41.37848,22.356106999999994,39.319990000000004,26.41137
202.3259,61.19511,283.8002,52.808,157.70280000000002,25.1988,355.6294,89.4611,126.51597000000001,42.29756,186.8476,102.87621999999999,124.2349,22.4544,113.13348,21.5823
50.28557,46.500124,110.00000758000002,91.11339000000001,21.17863,17.102615,54.24943509851681,40.549620564,36.5620100445299,47.193039999999996,99.20389999999999,102.97550318831001,32.1156245994,71.14569300000001,115.00003000000001,85.99996
1,1,0.7669797756227,0,4.825121451,4.825119027,0.712379,0.47021900000000005,1,1,1.9999999487879,0.9999995935259,0,0,2,1
211.3426,70.09704,197.51965,68.51742999999999,210.93456,70.72258000000001,312.32629000000003,159.75359,92.11813000000001,17.53218505056,166.64959000000002,58.06539,125.465925,61.03881,138.27115,34.717
0.560046,0,0.567654,0,2.23008,0,1.49363,1,1.967054,1,6.01865,1,2.348506,1,0,0
9.38489,3.92524,25.8579,13.4686,9.65821,6.83317,24.185789999999997,11.84674,8.895488389899999,4.4336000352052,7.845,4.86485,13.484829999999999,7.918324999999999,6.08221,3.21088
18.38141,18.86101,21.17013,23.40021,21.45241,22.42626,29.27922,28.74813,15.130590000000002,13.13059,19.879170000000002,22.25062,16.74814,17.72202,12.329910000000002,12.66978
5.20457,16.1528,5.64334,10.413,3.56611,0,24.274179999999998,23.1684,1.32945,0,3.1256,7.26585,5.28070540963,14.0751,5.0695,0
0,0,11,7,1.85771,2.2094,1.76878,0,4.7332,0,4.7332,0,0.839922,0,8,2.2094
2.000001,1.9999953965000001,2,1,3.000003,3.0000012689,4.999996,4.0000004712,11.000003000000001,9.0000099148,21.999999999999996,21.000042,14.000000289299999,15.000036548,15.000000025827102,14.000002613
6.2077,0.8033522422999999,4.06249,2.12594,3.54814,0.174341,5.452,0.842607,3.2978899999999998,2.7445527,13.06533,8.240682,1.836873,1,5.721209999999999,5.11233
14.612105,9.51684,8.35587,5.216947,17.562449055536597,1.268097342,12.3576,7.630172,8.5145683,3.2290980284916,25.8734,10.9892599,7.158188,10.0000033,7.739693147534,4.71339
0,0,0,0,0.166642,1.16469,0,0,0,0,0,0.374981,0.0552933,0.170475,0.6078220000000001,0.305535
18.99998,17.99998,16.999979,17.00003,5,5,19.99996,20.99998,5,5,13.99996,13.99998,9,9,10,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75.64764518772002,62.24952,118.441207699732,98.81432000000001,79.7117674,76.0179,106.839136696977,89.14102,40.379767085397596,30.9566743,50.162234046559604,37.299366,36.321403021095904,28.233308,34.773621239361994,28.978114
14.945155,11.396300844438,41.431149227,2.2086423,19.981726,1.6743,13.29982,1.77434,0.794120274883,0,11.330214,0,8.53321,0,7.981726,0
13.999970000000001,13.999999786200002,29.999969999999998,29.99996,7.9999974,8,16.16187,21,32.9999600138979,34.00007,55.000020000000006,56.000069999999994,40.000029999999995,41.000009999999996,50.00001999999999,50.000060000000005
9,9,14,13.99998,5.9999899999999995,6,9.85463,7.8142,16.78926,15.608709999999999,42.05108,42.000049999999995,20.90709,19,32.00001,31
0,0,6,5.10074,5.04072e-5,1.47629,3.44606,2.45303,4.348535,6.126189999999999,13.01408,3.94299,3.427903,1.41449,4,1.4715
23.363357,1.04191,27.6655935,0,17.273850000000003,0,26.2380766768,0,20.994604000000002,5.52074,36.81771,6.16806,30.658979999999996,9.59289,36.359939,24.52072
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.35945,9.91475,7.51956,4.09489,7.72298,3.38371,13.37183,5.87692,4.94827,10.35938,10.89873,1.99283,8.81483,1.9775,5.49433,2.04968
75.00002,53.81400000000001,88.00003000000001,40.653999999999996,83.56904,45.26818,130.0045,85.96209999999999,46.04724999999999,23.13763,85.54224,56.47788,60.99857000000001,49.982699999999994,75.14572600000001,67.128162
77.87401899999999,40.32739,31.842775102815,33.302088,55.3162,11.92883,106.45888,84.38566999999999,59.6256429,33.64646,114.771402,25.88351,25.230457023650402,22.4327378,90.13378,14.7277
7.599825999999999,5.027451,17.164451,11.60718,19.14276,12.752020000000002,16.915879,9.37419,7.968646,3.9161189999999997,11.219169,0.958643,7.22586,4.72616,8.854700000000001,7.02428
3.009462,3.0041719999999996,4.01923,2.0095,0,0,2.0076,2.00199,0,0,4.01703,3.00357,1,1,2.0051300000000003,2.00597
234.29604,56.91637000000001,333.62146000000007,55.82000872225,256.87676899999997,73.988367,399.78293,87.59333000000001,406.40789000000007,75.10424384,568.7793644024,89.20170829469998,482.43438,118.76754175749998,398.30280000000005,45.10496
0,0,0,0,0.806892,0,1.2784,0,1,0,0,0,0,0,0,0
12.10467,1.92221,15.37654,8.34739,9.01803,3.04233,8.57014,0,7.59063,5.941265700000001,5.715161800000001,0.896941,6.400281,4.13338,5.26368,0.92729
15.47931,14.6983,8.73766,4.321066,9.32527,8.68856,13.8448,1.30116e-7,16.45088,7.89635,15.9377,7.18619,13.39326,5.11209,17.04275,6.01261
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.61997,0,16.47632,0,8.86735,0,16.05388,0,9.78979,0,9.228449999999999,0,7.460113,0,6.320712,0
0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0
0,0,0,0,0,0,5.09631e-8,8.23782e-8,0,0,0,0,0,0,0,0
1.0000004999999998,0.5,1,0,0,0,1,0.5,1,0,2.000003,1.5,1.500003,1,0,0
48.10359,32.537388201300004,59.962137,8.4705140207,36.928033170000006,17.77072,58.614999999999995,24.743730000000003,38.243857,9.43657,44.37174,8.31495,18.271237,2.4263839999999997,20.788240000000002,3.413119
431.97502,190.27086,653.84127,248.87402,453.52555,158.26695999999998,653.51358,296.76911,139.5273,63.0665,134.96346,1.52474,136.20164,41.43512,94.5213596125,21.400199999999998
6.93296,22.805970000000002,18.941399999999998,18.17604,9.67867,15.0266000404807,21.31858,44.0547,13.64852,15.47845,47.442,9.79116,16.01343,29.427200000000003,19.8783,16.66491
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.64397,30.299381000000004,153.05666,42.79121,95.16206,20.7105,166.51922699999997,46.500211,72.40691,22.771725504,91.33032299999999,18.79238,60.21865,20.80022,69.89301,22.2316
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,1,2,2.62288,0,0,1,1.05118
90.938739448,0,110.95687999999998,1,89.15792971100001,0,168.8955,0,105.63070500000002,0,144.68798999999996,0,102.78658,0,73.790842,0
5,0,3.9999960000000003,2,3,0,2.000001,1.9999980000000002,0,0,0,0,0,0,0,0
2.0000024,2,0.9999996999999999,0.9999998999999999,0,0,0,1.0537473000000002,0,0.9999997,1.0354067,1.0012617,1,1,1.0000005,1.0000004
32.000010163919,12,29.00001,11,33.000065085100005,10,54.000099999999996,17.99999,46,12,66.99993,27.00003,56.00004,13,52.999959999999994,20.999969999999998
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
14.288475787,6.687765000000001,14.534696,7.452068,8.95062,5.427910000000001,22.473245799999997,11.811876000000002,10.522314,8.245528,18.153969000000004,12.836972,19.4338897,13.760909999999999,13.99999,9.33501
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.00000000225,3,8.747660030100901,7.093102999999999,2,1,5.516234,9,3.0000050000000003,3.0000009000000003,2,1,1.643257,1.5135969999999999,1,1
38.892038,17.716649,80.24690000000001,36.35338,79.86883,33.93462,99.3079642244,40.38176,88.27524000000001,44.80555999999999,136.24871,34.731419,95.99250558,21.01399,49.389070000000004,27.72821
80.00003000000001,66.99994000000001,111.999955,79.00002,89.99997999999997,67.00002,133.00006000000002,103.00000370000001,47,38.99995614830001,67.99991,52.000040000000006,56.999970000000005,49.999969,60.00002,51
24.6518620889741,35.000017652,56.27747,47.00001,51.99997,39,67.27767,70,62.90691,48,90.80261,83.00004,90.01064999999998,70.99998,67.81846,51.00006
1,1,1,1,3,3,0,0,0,0,3,1,1,0,1,1
1,1.5018e-5,0.49303158982,2.03531e-5,7.000002,0.8374214711,0.39785394751000003,3.97278e-5,0.6616254201,1.42346e-5,2.09288507233,3.45742e-5,2.17762e-6,3.62176e-5,8.72986e-6,1.70643e-5
12.335,0,4.28639,0,10.3419,0,18.7114,0,17.4324,0,26.8057,0,26.5881,0,29.2322,0
